"N_etrs89" "E_etrs89" "FE300ME" "BOTTOMCLS" "DIS_SAND" "ICELAST09" "RIVERS" "SAL910WIN" "DIST20M" "CHL_A" "TEMP09M" "SALT09M"
4543348 4820033 38756 4 13 13 602 4.2524 139882 31.16 4.90896253897583 2.89416414347982
4536793 4817425 11296 4 14 13 4687 4.557 86485 30.99 4.90859337748549 3.04455982205895
4458275 4754171 7068 1 31 11 13698 5.6693 12000 28.02 4.53958702571859 4.25460946947487
4458405 4754232 2662 1 31 11 13636 5.6693 6000 28.02 4.53958702571859 4.25460946947487
4449043 4749712 431 4 35 13 29760 5.7149 14485 27.95 4.86869286813519 4.33035091197852
4448661 4749380 12131 5 35 13 30024 5.7149 8485 27.95 4.86869286813519 4.33035091197852
4323818 4930121 50165 4 79 10 13992 6.406 156426 18.62 7.01441457013977 5.09328969427854
4353789 4916833 2043 4 79 13 12083 6.3237 108426 24.46 6.88250928968736 5.08275822482214
4323998 4930836 51271 4 80 16 14964 6.406 191396 18.62 7.11549867131066 5.10598645882845
4353745 4916836 2043 4 79 13 12083 6.3237 108426 24.46 6.88250928968736 5.08275822482214
4323845 4930643 51271 4 80 10 14752 6.406 191396 18.62 7.11549867131066 5.10598645882845
4353688 4917406 32831 4 78 13 11950 6.3237 135338 23.46 6.88250928968736 5.08275822482214
4353575 4915772 98906 4 79 13 12699 6.3239 98485 24.12 6.86704172182755 5.10572743274717
4323246 4932559 6834 1 82 16 16676 6.4079 244367 17.96 7.15502110936576 5.12746021775415
4323062 4932572 41840 1 82 16 16738 6.4079 246852 17.96 7.15502110936576 5.12746021775415
4322883 4932633 14493 1 82 16 16800 6.4079 249338 17.96 7.17115124450858 5.13025250574827
4322660 4932642 42562 1 82 16 17012 6.4079 251823 17.96 7.24075716121177 5.14230198728136
4322009 4932572 35203 1 82 9 17173 6.4079 247455 19.29 7.24075716121177 5.14230198728136
4321995 4932318 42928 4 82 9 17023 6.4079 241455 19.29 7.24075716121177 5.14230198728136
4323500 4932438 36675 1 82 16 16402 6.4079 235882 17.96 7.15502110936576 5.12746021775415
4352700 4923661 51665 5 79 15 4538 6.3237 274367 21.95 6.87121946043272 4.95402387990231
4542621 4933025 26681 1 7 17 8893 4.4885 123338 39 5.39445607110894 3.41892453439138
4540513 4928817 12637 5 7 16 12387 4.4885 103455 38.96 5.39022525935279 3.45029802669987
4540682 4932777 19940 1 7 17 8425 4.4885 175882 39 5.44624334383471 3.41896445164778
4487088 4866334 26793 1 65 12 40949 5.5963 57941 28.39 5.71619032286561 4.65084873880822
4499096 4901839 18 4 43 18 17532 5.1143 553529 29.82 5.76331096200182 4.08496164417509
4497210 4899447 7040 4 42 18 17368 5.1143 465161 28.96 5.76132078505939 4.09781191494752
4487970 4866555 2268 4 66 12 40864 5.5963 49455 28.39 5.71355587198832 4.65497255524312
4488343 4866583 2268 4 66 12 40926 5.5963 43455 28.47 5.67136040146096 4.65233658699772
4482157 4868414 22434 4 66 15 37012 5.6686 72426 28.34 5.92485720399089 4.64863695689985
4482407 4869276 13125 4 66 15 35803 5.5963 68911 28.34 5.9279924697246 4.64422201202956
4473092 4869252 86878 4 70 16 38448 5.6686 119823 28.1 5.98709952153241 4.70380693078956
4472956 4869231 86878 4 70 16 38099 5.6686 123338 28.1 5.98709952153241 4.70380693078956
4481739 4867442 42553 4 66 15 38063 5.6686 16970 28.21 5.88640279995387 4.65563816555373
4495164 4897547 7725 5 44 16 16929 5.2253 376793 28.19 5.76981611984829 4.11791081435819
4498191 4899371 11953 4 41 18 18539 5.1143 477587 29.6 5.73397049571419 4.07733441186745
4497167 4899981 5071 4 42 18 17261 5.1143 485646 28.96 5.77162791613518 4.09876075812492
4565562 4845985 243 2 35 18 14937 3.6144 201941 33.45 4.66186455891887 3.11446478903617
4565889 4849028 54000 4 32 15 11344 3.6144 108000 33.44 4.64909767805835 3.11459393898888
4570943 4850978 4500 4 31 16 5551 3.534 76367 34.01 4.5122200419692 3.09470573318158
4563206 4848666 73987 4 31 16 13083 3.6144 141764 33.44 4.67294294570466 3.10319882022292
4561677 4842964 12965 4 27 18 8231 3.6144 289705 32.93 4.71037386731961 3.21299889908188
4562487 4844852 25293 4 27 18 9275 3.6144 253705 33.11 4.84868204647063 3.15151012851989
4570383 4850900 82537 4 31 16 6151 3.534 73882 33.79 4.51184251395658 3.09497742825834
4578870 4852426 4462 4 31 16 3458 3.534 85455 34.35 4.4493231203974 3.06091472529044
4561548 4846212 31350 4 28 18 9523 3.6144 196793 33.04 4.81797738439766 3.14331112894912
4563515 4847201 4743 4 31 16 12856 3.6144 185396 33.44 4.76738975090117 3.13001966649117
4399593 4724441 928 3 36 8 5378 5.8013 14485 29.9 5.19313782890683 4.33163953084244
4408452 4732313 12984 5 39 9 7814 5.7819 8485 28.81 5.06176925410907 4.16161269197549
4515098 4805053 40631 4 19 15 13099 5.2947 62485 30.16 4.95225577082347 3.4404486074268
4399151 4724840 7246 4 37 8 7135 5.8013 22970 29.71 5.07491667630806 4.32458826969183
4400563 4722435 7659 1 35 11 2472 5.8013 12000 29.9 5.11450946555028 4.33465209842958
4407793 4731577 21065 4 39 9 6903 5.7819 16970 28.81 4.89594227276355 4.21867471151907
4412132 4734316 13162 1 39 9 12420 5.7819 14485 28.47 4.94243187698529 4.11076900533173
4414264 4735576 5671 5 41 9 13581 5.7819 6000 28.84 4.90888179705947 4.037748546455
4406041 4726489 46 2 38 9 199 5.8013 34970 29.37 5.03257875438758 4.22578066611881
4440851 4745600 64003 5 43 13 24407 5.7288 6000 28.3 4.94087754021121 4.34899934549108
4438844 4743766 49931 5 43 13 21712 5.7509 6000 28.27 4.86581076723455 4.32244969961523
4441143 4741404 2493 0 47 16 27427 5.7288 6000 28.56 5.06402616880157 4.40141146833246
4507337 4784401 4575 5 20 13 7603 5.2406 6000 29.63 4.82909090376562 3.65726480309714
4305749 4935245 93 5 92 15 8627 6.4681 347043 30.3 7.52301600469546 5.40018685425138
4305469 4934402 412 4 91 15 8210 6.4681 309587 30.3 7.51686995769992 5.39254406726721
4305637 4933136 656 5 89 15 9449 6.4681 268617 30.3 7.52170870713044 5.39281562571869
4305958 4931280 23859 5 88 13 10521 6.4681 202190 30.21 7.5577215161532 5.39751033619582
4306899 4932738 15187 4 89 13 11027 6.4681 278132 28.95 7.52875958757853 5.38866859085191
4303687 4935927 7078 4 93 15 7503 6.4645 316793 31.74 7.52421295648605 5.40004591475466
4304357 4935079 13425 5 92 15 6948 6.4681 287823 30.3 7.53097528288121 5.39799566788183
4306871 4934662 515 5 91 15 9760 6.4681 325102 30.3 7.51686995769992 5.39254406726722
4305195 4936526 28 5 94 15 10139 6.4645 371220 30.29 7.52301600469546 5.40018685425138
4303866 4930466 18131 4 89 13 9990 6.4681 152308 30.21 7.60420392794913 5.40867983480386
4308518 4931131 35896 5 86 13 13074 6.4681 255587 27.73 7.48987111781748 5.37928514826801
4305547 4927988 42234 4 89 13 14547 6.4681 148793 29.63 7.59661028385795 5.41199151669626
4305797 4926060 13875 4 88 13 15438 6.4681 126852 28.93 7.53413342304808 5.4112752512124
4533615 4908104 51684 4 26 11 29538 4.6911 79455 38.04 4.98501181268547 3.63370843654449
4531535 4908469 18515 5 26 17 27223 4.6911 142367 38.47 5.11342122906418 3.70420585942618
4529844 4905070 31603 4 29 17 26516 4.6911 91455 37.62 5.11571530925444 3.71790225837593
4530784 4905639 18581 5 30 17 27969 4.6911 69941 37.71 5.04048593740418 3.71628901049094
4526449 4908155 19068 4 25 17 21911 4.6911 182308 38.02 5.28081435024143 3.69296658872472
4596047 4950343 48028 5 27 16 14398 4.055 103882 43.43 4.86318279134214 3.28315725600467
4590753 4947815 22931 5 24 18 15432 4.1299 138852 43.82 4.98788136714334 3.29101203014402
4578326 4942743 768 4 18 18 32779 4.2262 91882 43.12 4.9435751501642 3.32765738038174
4351035 4924075 20943 4 79 15 3677 6.3237 260485 21.2 6.87867130967684 4.93303532402407
4351449 4922380 76200 5 78 15 5444 6.3237 227396 21.75 6.87826893054261 4.93780463776941
4344896 4922059 80671 4 77 9 10862 6.3237 121455 19.8 6.87458956882253 4.91901749127803
4344747 4923434 64575 1 76 13 10107 6.3688 163455 19.8 6.876822542903 4.84637793903846
4344536 4923485 65203 1 76 13 10045 6.3688 163455 19.8 6.88648777984772 4.8527989771475
4344567 4923388 72440 1 76 13 10307 6.3688 163455 19.8 6.88648777984772 4.8527989771475
4344299 4924007 65831 4 77 13 9471 6.3688 172970 19 6.88784909492808 4.85370335808088
4340200 4930091 318 3 80 16 6256 6.3764 350308 16.28 6.86499588068913 4.68975604939521
4340900 4928756 13931 4 78 16 3602 6.3764 276426 16.89 6.86748959884255 4.70132174298359
4341120 4928490 49125 4 78 15 3964 6.3764 278911 16.89 6.87594343602776 4.71507312642986
4342326 4930149 46 5 80 15 4298 6.3764 336852 16.28 6.84916731821644 4.67768375531116
4349267 4922579 68831 4 77 13 6301 6.3237 192000 21.07 6.87794140791282 4.927389484333
4349813 4923079 33618 2 78 13 5074 6.3237 225941 21.07 6.87798693882391 4.92348142978992
4346552 4922778 51918 4 77 9 9275 6.3237 163455 20.41 6.87346606868596 4.91481664328266
4346411 4927917 7809 4 81 16 9395 6.3388 454367 18.25 6.84184315439427 4.65951531583613
4345521 4925999 45778 5 79 16 9010 6.3237 243941 18.25 6.85875602108822 4.72637800027266
4342923 4926053 59325 2 79 13 6987 6.3764 226970 17.51 6.85551051402104 4.7337128562337
4345094 4928305 7903 5 80 16 7399 6.3388 298970 18.25 6.84184315439427 4.65951531583613
4344677 4926299 59268 4 79 16 8369 6.3764 242485 18.25 6.85854617931693 4.72569352654658
4384986 4913129 56 4 76 16 8956 6.1689 267764 24.37 6.69580751397844 5.29331364776149
4386770 4912835 7125 5 76 16 6970 6.1689 232793 23.14 6.67475687002583 5.28715417318261
4386627 4910220 12881 5 73 16 7555 6.1882 182911 23.14 6.64911018829858 5.28969943844543
4385912 4910408 187 4 72 16 10355 6.1882 214367 24.37 6.68008022895947 5.29271800610864
4383402 4910620 6834 4 72 16 11115 6.1882 236911 25.44 6.67726191360182 5.29364724476612
4381563 4911219 8400 1 71 13 13138 6.1882 177941 25.44 6.75968319778579 5.29909088065873
4384136 4909293 78243 4 73 9 11076 6.1882 74485 25.41 6.66952320305974 5.29434054550307
4385943 4908960 96553 5 73 9 9152 6.1882 78000 24.31 6.64805405011297 5.29358677086551
4385668 4911193 412 4 75 16 7982 6.1882 258852 24.37 6.69580751397844 5.29331364776149
4540708 4932947 19940 1 7 17 8275 4.4885 178367 39 5.4427815549196 3.4171895500441
4544026 4925573 59625 4 9 13 16973 4.4885 6000 38.64 5.00762360000808 3.5042647028873
4548571 4934283 5643 4 11 17 10777 4.4084 251220 39.04 5.23206619567804 3.34606297733502
4490246 4908863 5896 4 53 17 3244 5.1467 697705 28 5.81644004183889 4.00851457035233
4487874 4907162 646 4 51 18 4354 5.1467 689647 26.92 5.82390307781823 3.98852901025252
4488507 4900751 721 5 48 17 12989 5.2253 481279 25.63 5.82858807373918 4.10753126292492
4488878 4899818 937 4 48 17 14003 5.2253 498249 25.63 5.82858807373917 4.10753126292492
4490313 4899412 178 5 47 17 12876 5.2253 401823 26.96 5.81962963724126 4.12243575547027
4499901 4900202 3665 4 39 18 19168 5.1143 530984 29.82 5.74229817900224 4.06977542174601
4498108 4899983 778 4 40 18 18318 5.1143 528499 29.82 5.7551338435509 4.08542435888236
4492873 4900165 1387 5 46 18 15597 5.2253 454367 27.74 5.77757667656196 4.12142765953546
4494339 4901056 6356 4 45 18 13166 5.2253 534852 28.44 5.77355838414543 4.10282749187625
4494635 4903655 2390 5 44 18 12349 5.1467 559279 28.65 5.76044360130757 4.1051670926553
4514105 4883477 215 5 58 17 46016 5.0456 372249 31.57 5.6366621878386 3.97012162519325
4514876 4883608 1256 5 57 17 45241 5.0456 351764 31.92 5.50459592674158 3.9357007787159
4515432 4885249 1068 4 57 17 45947 4.7756 403705 32.15 5.45872585602041 3.86693913919655
4514037 4886301 206 5 56 17 44099 5.0456 421705 32.01 5.54710879950135 3.80827897245234
4512895 4882109 600 4 60 17 48435 5.0456 425646 31.57 5.6366621878386 3.97012162519325
4798014 4949299 1650 4 8 19 11374 3.3339 239396 36.25 3.33730735018215 1.92378303428893
4796309 4953016 3309 1 10 19 11932 3.3347 99941 36.62 3.64078761924082 1.59430686688623
4804683 4954277 628 4 11 20 2473 3.3371 371220 37.01 3.53311170605612 1.39694966651905
4734337 5016081 450 4 14 19 26710 3.3564 624676 23.17 3.91810195988769 2.23847342309063
4727228 4866021 187 4 13 19 21316 3.3656 290558 33.17 3.44521313385877 1.97822639867154
4726652 4867097 2587 3 11 19 20176 3.3656 275646 33.17 3.42559059097361 2.02514307938769
4725951 4867261 271 4 12 19 20833 3.3656 293646 33.27 3.42559059097361 2.02514307938769
4723241 4879881 74568 1 12 18 20658 3.3693 65396 33.16 3.9713553170071 2.35073263262053
4723563 4879533 73490 1 9 18 22284 3.3693 48000 33.16 3.9713553170071 2.35073263262053
4724192 4876891 60431 3 8 18 18209 3.3676 68911 33.09 3.98431428761219 2.31991456406552
4725200 4877420 63281 2 8 18 19613 3.3676 31455 33.09 3.75523091068484 2.17090587942115
4723691 4875806 6140 4 10 18 16313 3.3676 135338 33.16 3.79460217514148 2.19823535237316
4727625 4872502 20437 1 5 18 18744 3.3676 128911 33.03 3.64648541286888 2.06619841655462
4724075 4875281 9496 4 9 18 16049 3.3676 152735 33.2 3.79460217514148 2.19823535237316
4729942 4876207 48618 5 9 18 23300 3.3527 14485 33.01 3.7227282737436 2.12793505342911
4741607 4854391 75 4 30 19 9453 3.3442 448617 33 2.87038676536355 1.65612149310439
4740573 4857849 159 5 25 19 5630 3.3455 345764 33 2.87038676536355 1.65612149310439
4736855 4857580 121 4 29 19 9706 3.3455 405764 33 3.02792912160547 1.20050850059047
4738574 4856125 656 4 28 19 8198 3.3455 363338 33 3.02792912160547 1.20050850059047
4746503 4859407 93 4 23 19 9177 3.3455 329043 33 2.87246514128877 1.67744103764809
4723492 4864574 33768 5 7 18 4157 3.3656 31455 33.41 3.42527263021921 2.02374931204561
4781776 4921580 64837 5 11 20 25749 3.3341 64970 34.56 3.44916420697916 2.3874295641331
4790474 4915046 243 3 14 19 26652 3.332 109882 34.52 3.17928488860189 1.95236570184881
4794715 4923309 5128 4 18 19 11956 3.3337 245823 34.98 3.33145380497686 2.31439020846087
4794995 4918872 8390 5 10 19 26207 3.3321 73882 34.69 3.03683018449266 2.05919033352571
4798267 4911879 1143 4 16 19 20431 3.3302 84426 34.59 2.81574199536772 1.77129900264296
4487383 4866527 14728 1 65 12 41037 5.5963 63941 28.39 5.71355587198832 4.65497255524312
4540737 4932966 9393 1 8 16 8275 4.4885 169455 39 5.4427815549196 3.4171895500441
4784599 4955362 29100 1 15 19 23428 3.3348 22970 36.27 3.75216451950642 2.08960940566489
4783095 4955481 31228 0 16 19 24966 3.3348 28970 36.33 3.78450705250277 2.12683664443522
4781481 4956782 79003 0 17 19 26742 3.3348 31455 36.33 3.79464980903347 2.11966383441187
4799898 4949517 3553 5 8 19 9587 3.3358 209396 36.49 3.28631095454891 1.95020713152247
4798624 4949368 2165 1 8 19 10724 3.3339 233396 36.49 3.33730735018215 1.92378303428893
4800128 4948359 11878 5 8 19 8864 3.3358 169455 36.49 3.29398956413134 1.94904553934167
4800593 4948254 16312 0 8 19 8414 3.3358 181455 36.49 3.29398956413134 1.94904553934167
4305083 4934066 1406 5 90 15 8275 6.4681 306073 30.3 7.51686995769992 5.39254406726721
4305290 4934269 346 4 91 15 8250 6.4681 308308 30.3 7.51686995769992 5.39254406726721
4523770 4908307 8165 0 26 17 19211 4.6911 170485 37.84 5.29389514828623 3.68599593085933
4525877 4909458 15403 0 25 17 20814 4.6911 147338 37.84 5.28971794513351 3.68785693709567
4530575 4910496 2568 4 25 17 26776 4.6911 173823 38.47 5.1333551747079 3.60674474986487
4529486 4909152 121 4 25 17 24911 4.6911 209396 38.39 5.20264328099009 3.69295551518303
4530101 4908240 12487 5 26 17 25661 4.6911 170911 37.9 5.18349188154531 3.69537038719999
4532055 4909040 225 5 27 17 27623 4.6911 148367 38.47 5.11342122906418 3.70420585942618
4522437 4911250 32428 0 24 17 16619 4.6911 62485 37.87 5.22521356039947 3.62163375332241
4524524 4911334 32334 0 24 17 18657 4.6911 76970 38.09 5.20251734650843 3.64149066784188
4528002 4908030 9675 0 26 17 23624 4.6911 183338 38.02 5.25401151783683 3.69202926320032
4533262 4907275 54018 0 26 13 29184 4.6911 82970 38.04 5.07917850983129 3.70912567322484
4532514 4906132 45159 5 28 13 29925 4.6911 40970 38.04 4.99777338972674 3.64794562317075
4532166 4905276 29578 5 29 9 29269 4.6911 22970 37.71 4.91812857430761 3.67211851403385
4535031 4900613 70518 0 33 9 33630 4.4151 0 36.81 4.42551890896004 3.68499579916649
4530488 4901577 62043 0 32 9 29205 4.4151 6000 37.31 4.64549942748557 3.71279834355539
4529759 4905345 17353 0 29 17 26392 4.6911 82970 37.62 5.12785990082073 3.71394963059949
4524693 4900150 48253 0 36 13 25663 4.7172 42426 36.51 5.12895771536547 3.76247609492782
4522319 4901588 23484 0 34 16 23231 4.7172 85455 36.64 5.36945065680558 3.76470361215406
4522665 4903835 13209 0 31 17 21158 4.7172 89396 36.99 5.35579618130664 3.73505024469387
4523297 4905868 10725 0 28 17 19791 4.7172 136367 37.31 5.3178903333538 3.71440988573628
4529281 4888939 65221 0 47 13 38839 4.7126 0 34.42 4.60378623039541 3.73557057028964
4532653 4891873 72468 0 44 13 37269 4.3332 0 35.2 4.36254759375535 3.67957349737067
4530062 4892433 62353 0 44 9 35550 4.3332 12000 35.16 4.58556047435761 3.73306604697729
4525090 4894295 56062 0 42 9 31700 4.7172 0 35.33 4.90044199183031 3.78225142286101
4522269 4896418 53578 0 40 13 28419 4.7126 0 35.19 5.24884143734729 3.82572615628751
4522174 4893555 54037 0 43 13 31269 4.7126 48426 34.45 5.2580287191576 3.83781956596506
4520688 4891751 53071 0 45 13 32448 4.7126 20485 34.45 5.33973217834083 3.83413598099851
4520356 4888864 43893 4 49 13 35323 4.7126 62911 33.78 5.43023445464332 3.83124583504977
4520542 4887938 38971 4 51 13 36161 4.7126 96426 33.78 5.48259953684146 3.83472794632308
4735972 4858750 1696 0 24 19 3263 3.3547 292367 33 3.02792912160547 1.20050850059047
4737865 4859405 7837 0 23 19 5461 3.3455 263396 33 3.02792912160547 1.20050850059047
4738474 4856991 2353 0 27 19 7596 3.3455 345338 33 3.02792912160547 1.20050850059047
4738226 4861024 6487 0 20 19 6814 3.3455 204426 33 2.98739077352798 1.31784107291252
4734647 4864483 1706 0 16 19 12245 3.3547 151279 33 3.19273651536728 1.48605613920234
4733984 4865832 150 0 17 19 13404 3.3547 163882 33 3.19541834817331 1.49265172713331
4737056 4866246 13256 0 12 19 11929 3.3547 51941 33 3.20085614760903 1.56089462920211
4735496 4870753 31171 0 10 18 15293 3.3527 0 33 3.49932472397318 1.86696619148585
4734025 4870008 25368 0 9 19 16482 3.3527 28970 33 3.43591419215587 1.7999548953001
4732942 4867091 5400 1 11 18 17437 3.3547 131823 33.03 3.24014648626462 1.55146260588427
4731429 4866702 10218 1 11 19 18895 3.3547 161220 33.03 3.24014648626462 1.55146260588427
4729322 4867896 13181 0 10 19 20498 3.3547 194735 33.07 3.46454946083096 1.91787993485121
4727653 4871813 15628 0 5 18 17994 3.3676 138426 33.03 3.63220917833387 2.05797570953562
4728953 4872721 19987 0 5 18 19549 3.3527 120852 33.03 3.63407777712191 2.05560587408956
4727227 4877242 65718 0 8 18 21483 3.3676 0 33.04 3.74370126197895 2.16152672846569
4724763 4878000 68578 2 8 18 20199 3.3676 37455 33.06 3.98237066248642 2.33192723067932
4723757 4879673 75131 0 9 18 22372 3.3693 50911 33.16 3.9713553170071 2.35073263262053
4723181 4882138 76425 0 12 16 22576 3.3693 20485 33.5 3.92981537829071 2.44699695133767
4720571 4885388 78450 0 16 16 26249 3.3693 6000 34.04 3.82607929467286 2.61029546204908
4723383 4884456 75918 0 15 16 24889 3.3693 0 33.88 3.91436656826163 2.53826720117869
4724525 4886872 77287 0 17 16 27936 3.3693 0 34.16 3.86993381946059 2.58494209228532
4726284 4883151 75459 0 13 16 25748 3.3693 0 33.36 3.88248219210933 2.46853324647406
4729638 4876586 60993 0 9 18 23724 3.3527 14485 33.01 3.72541267060225 2.13239003673828
4739434 4865773 13162 0 14 19 9343 3.3429 51941 33 3.15445673050783 1.62366392748645
4742102 4862706 7518 0 18 19 5959 3.3455 167220 33 2.95592737903829 1.63662602195665
4741336 4865797 12778 0 15 19 7393 3.3429 73455 33 3.14977655762243 1.68093589992729
4724098 4880153 75103 0 10 16 22698 3.3693 39941 33.12 3.9732967381892 2.40145466751334
4722221 4881562 75262 0 12 16 21666 3.3693 45941 33.43 3.99451587315222 2.44405739115235
4721303 4873127 53775 0 8 18 13639 3.3676 48426 33.34 3.7311531189444 2.17993486940342
4725214 4866551 16021 0 6 19 5796 3.3656 39941 33.27 3.42559059097361 2.02514307938769
4723285 4875539 7800 0 9 18 15976 3.3676 139455 33.2 3.79460217514148 2.19823535237316
4723104 4877436 68306 0 9 18 17864 3.3676 98911 33.16 3.98640316984357 2.3247012823804
4723997 4877040 66637 3 8 18 18121 3.3676 74911 33.16 3.98431428761218 2.31991456406552
4725219 4877537 66253 2 8 18 19613 3.3676 25455 33.09 3.80882045226514 2.22213750638964
4725318 4876840 60562 2 8 18 19434 3.3676 31455 33.09 3.73853666707229 2.15494617467172
4724811 4872145 27243 0 6 18 14753 3.3676 142367 33.15 3.68687402436775 2.10314048704111
4726102 4867202 1537 4 12 19 20671 3.3656 287646 33.17 3.42559059097361 2.02514307938769
4725775 4862721 15543 1 7 18 2365 3.3656 77396 33.35 3.40933929391995 2.00208290201995
4725926 4862796 22725 1 7 18 2515 3.3656 77396 33.35 3.40933929391995 2.00208290201995
4726139 4862895 21928 1 7 18 2727 3.3656 73882 33.35 3.40933929391995 2.00208290201995
4726349 4863085 17306 0 7 18 3089 3.3656 73882 33.35 3.40933929391995 2.00208290201995
4726349 4863085 18234 0 7 18 3089 3.3656 73882 33.35 3.40933929391995 2.00208290201995
4726254 4862851 21928 1 7 18 2815 3.3656 76367 33.35 3.40933929391995 2.00208290201995
4726494 4862999 17306 1 7 18 3239 3.3656 79882 33.35 3.40933929391995 2.00208290201995
4726696 4863043 17306 1 7 18 3389 3.3656 79882 33.35 3.40933929391995 2.00208290201995
4726614 4862927 17306 1 7 18 3389 3.3656 76367 33.35 3.40933929391995 2.00208290201995
4726536 4862956 17306 1 7 18 3239 3.3656 79882 33.35 3.40933929391995 2.00208290201995
4726379 4863386 23437 0 7 18 3213 3.3656 68911 33.21 3.4201169214828 2.00249565603023
4726511 4863684 23493 0 7 18 3505 3.3656 63941 33.21 3.426200417746 2.00272863749711
4540693 4932528 9271 1 7 17 8725 4.4885 169882 39 5.44624334383471 3.41896445164778
4540693 4932528 9271 1 7 17 8725 4.4885 169882 39 5.44624334383471 3.41896445164778
4540693 4932528 9271 1 7 17 8725 4.4885 169882 39 5.44624334383471 3.41896445164778
4540693 4932528 9271 1 7 17 8725 4.4885 169882 39 5.44624334383471 3.41896445164778
4541474 4932553 22621 0 7 17 8688 4.4885 139882 39 5.38045925437698 3.42060414253458
4541966 4932651 35934 0 7 17 8787 4.4885 139882 39 5.38045925437698 3.42060414253458
4541686 4932261 35934 0 7 16 9112 4.4885 131396 39 5.38045925437698 3.42060414253458
4540936 4932749 18375 1 7 17 8451 4.4885 168852 39 5.44624334383471 3.41896445164778
4540936 4932749 18375 1 7 17 8451 4.4885 168852 39 5.44624334383471 3.41896445164778
4540991 4932819 18375 1 7 17 8301 4.4885 168852 39 5.44624334383471 3.41896445164778
4540991 4932819 18375 1 7 17 8301 4.4885 168852 39 5.44624334383471 3.41896445164778
4540879 4932958 9393 1 7 17 8213 4.4885 169882 39 5.4427815549196 3.4171895500441
4540879 4932958 9393 1 7 17 8213 4.4885 169882 39 5.4427815549196 3.4171895500441
4540879 4932958 9393 1 7 17 8213 4.4885 169882 39 5.4427815549196 3.4171895500441
4540832 4933013 9393 1 7 17 8213 4.4885 169882 39 5.4427815549196 3.4171895500441
4540710 4932541 9393 1 7 17 8725 4.4885 169882 39 5.44624334383471 3.41896445164778
4540693 4932528 9271 1 7 17 8725 4.4885 169882 39 5.44624334383471 3.41896445164778
4540693 4932528 9271 1 7 17 8725 4.4885 169882 39 5.44624334383471 3.41896445164778
4540693 4932528 9271 1 7 17 8725 4.4885 169882 39 5.44624334383471 3.41896445164778
4541360 4933719 2840 1 7 17 7488 4.4885 178793 39 5.40430449750514 3.41822576899239
4539339 4935937 721 0 9 17 4368 4.5087 258676 39 5.44958215762574 3.41194722133385
4541099 4933406 11043 1 7 17 7664 4.4885 171338 39 5.40430449750514 3.41822576899239
4540693 4932528 9393 1 7 17 8725 4.4885 169882 39 5.44624334383471 3.41896445164778
4540959 4932555 20718 0 7 17 8601 4.4885 155396 39 5.44624334383471 3.41896445164778
4542929 4932240 41362 0 7 16 9609 4.4885 95396 39 5.32605173879688 3.4197342793164
4543890 4930291 50390 0 8 16 11932 4.4885 58970 39 5.22517870700171 3.43954986804721
4542606 4928861 49265 0 7 15 12935 4.4885 60000 38.92 5.29996143198845 3.44147489250921
4541637 4930445 52359 0 7 16 10850 4.4885 103882 39 5.35131207660426 3.42775566357065
4540404 4931961 32006 1 8 16 9450 4.4885 169455 39 5.44624334383471 3.41896445164778
4540801 4928315 29521 0 7 16 12963 4.4885 82970 38.96 5.32829063408709 3.46583336627361
4539028 4927398 39487 0 8 17 14509 4.4885 56911 38.96 5.21846779256048 3.48985259145087
4537688 4927923 27290 0 7 17 14917 4.4885 93338 39 5.35363122441044 3.4634372278155
4535829 4928560 17184 0 7 17 16468 4.4885 86911 39 5.37012345615101 3.46047025140408
4536267 4926205 14062 4 10 17 17020 4.4885 49455 39 5.36185347855376 3.46249729543009
4535391 4925721 19537 0 11 16 18036 4.4753 25455 39 5.33912716297862 3.47122402634664
4536143 4923798 48571 0 13 16 19360 4.4753 12000 38.96 5.11334828008195 3.52187222200353
4538187 4922202 57871 0 14 15 20132 4.4753 6000 38.92 4.93605660327598 3.55748672798228
4539769 4929294 26906 1 6 16 12398 4.4885 120426 39 5.41777368732513 3.44338793107182
4545854 4927273 65343 0 9 13 15802 4.4885 0 38.74 4.91257025801617 3.50088885628924
4547358 4925519 62221 0 10 10 18072 4.4885 0 38.46 4.68462069930279 3.51496756588093
4546106 4923262 60825 0 11 10 19914 4.4885 0 38.36 4.69297725367854 3.53059927366995
4544546 4924920 64678 0 9 13 17643 4.4885 0 38.55 5.00762360000808 3.5042647028873
4543510 4925699 18937 4 8 13 16343 4.4885 22970 38.8 5.00762360000808 3.5042647028873
4543801 4926283 46875 4 8 15 15982 4.4885 45941 38.8 5.14892498519897 3.48488560936978
4542131 4923756 66075 0 11 13 17849 4.4885 6000 38.48 4.95414941026537 3.52365027580462
4540306 4924051 52096 0 11 15 17474 4.4885 0 38.88 4.92131324230374 3.54345916953076
4725162 4862240 26953 0 6 18 1446 3.3656 85455 33.35 3.40933929391995 2.00208290201995
4700669 4861369 2681 5 10 18 3744 3.387 94367 34.06 3.56604130556393 2.43613058251221
4706319 4860892 75 0 12 19 11301 3.3771 196367 34 3.56354803433924 2.45798823327729
4705874 4865763 64800 5 10 18 12562 3.3768 34970 34.12 3.47246701418443 2.36746333898056
4743726 4878878 13519 0 15 19 22577 3.3409 225941 33 3.53134986103264 1.91472625792338
4747535 4876353 36019 0 15 19 21554 3.3409 327161 33 3.45171897976023 1.78778596380774
